image_id,healthy,multiple_diseases,rust,scab
Test_264,1,0,0,0
Test_265,0,0,1,0
Test_266,0,0,0,1
Test_267,1,0,0,0
Test_268,0,1,0,0
Test_269,1,0,0,0
Test_270,0,0,0,1
Test_271,0,0,0,1
Test_272,0,0,1,0
Test_273,1,0,0,0
Test_274,0,0,1,0
Test_275,0,1,0,0
Test_276,0,0,0,1
Test_277,0,0,0,1
Test_278,0,0,0,1
Test_279,0,0,1,0
Test_280,0,0,0,1
Test_281,0,0,0,1
Test_282,0,1,0,0
Test_283,0,0,1,0
Test_284,0,0,1,0
Test_285,0,0,0,1
Test_286,0,0,0,1
Test_287,0,0,1,0
Test_288,0,0,0,1
Test_289,0,0,0,1
Test_290,0,0,1,0
Test_291,0,0,1,0
Test_292,1,0,0,0
Test_293,0,0,1,0
Test_294,0,0,1,0
Test_295,0,0,1,0
Test_296,0,0,0,1
Test_297,0,0,0,1
Test_298,0,1,0,0
Test_299,0,1,0,0
Test_300,0,0,0,1
Test_301,1,0,0,0
Test_302,0,0,0,1
Test_303,1,0,0,0
Test_304,1,0,0,0
Test_305,1,0,0,0
Test_306,0,0,0,1
Test_307,1,0,0,0
Test_308,0,0,0,1
Test_309,0,0,1,0
Test_310,0,0,1,0
Test_311,0,0,1,0
Test_312,0,0,0,1
Test_313,0,0,0,1
Test_314,0,0,0,1
Test_315,0,0,0,1
Test_316,0,0,1,0
Test_317,0,0,1,0
Test_318,0,0,0,1
Test_319,0,0,1,0
Test_320,0,0,1,0
Test_321,0,1,0,0
Test_322,1,0,0,0
Test_323,0,0,1,0
Test_324,0,0,1,0
Test_325,0,0,0,1
Test_326,0,0,1,0
Test_327,0,0,0,1
Test_328,0,0,1,0
Test_329,0,0,1,0
Test_330,0,0,1,0
Test_331,0,0,0,1
Test_332,1,0,0,0
Test_333,0,0,1,0
Test_334,0,0,1,0
Test_335,1,0,0,0
Test_336,0,0,1,0
Test_337,1,0,0,0
Test_338,1,0,0,0
Test_339,0,0,1,0
Test_340,0,0,1,0
Test_341,1,0,0,0
Test_342,1,0,0,0
Test_343,0,0,0,1
Test_344,0,0,1,0
Test_345,0,1,0,0
Test_346,0,0,1,0
Test_347,0,0,1,0
Test_348,0,0,0,1
Test_349,0,1,0,0
Test_350,0,0,0,1
Test_351,0,0,1,0
Test_352,0,0,0,1
Test_353,0,0,0,1
Test_354,0,0,1,0
Test_355,0,0,0,1
Test_356,1,0,0,0
Test_357,1,0,0,0
Test_358,0,1,0,0
Test_359,0,0,0,1
Test_360,0,0,0,1
Test_361,1,0,0,0
Test_362,1,0,0,0
Test_363,0,0,1,0
Test_364,0,1,0,0
Test_365,0,0,1,0
Test_366,0,0,1,0
Test_367,0,0,0,1
Test_368,1,0,0,0
Test_369,0,0,0,1
Test_370,0,0,1,0
Test_371,0,0,1,0
Test_372,0,0,0,1
Test_373,0,0,1,0
Test_374,0,0,1,0
Test_375,0,0,0,1
Test_376,1,0,0,0
Test_377,1,0,0,0
Test_378,0,0,1,0
Test_379,0,0,1,0
Test_380,0,0,0,1
Test_381,0,0,0,1
Test_382,0,0,0,1
Test_383,1,0,0,0
Test_384,0,0,1,0
Test_385,0,0,0,1
Test_386,0,1,0,0
Test_387,0,0,0,1
Test_388,1,0,0,0
Test_389,1,0,0,0
Test_390,1,0,0,0
Test_391,0,0,1,0
Test_392,0,0,1,0
Test_393,0,0,0,1
Test_394,0,0,0,1
Test_395,0,0,1,0
Test_396,0,0,0,1
Test_397,0,0,0,1
Test_398,0,0,1,0
Test_399,0,0,0,1
Test_400,0,0,1,0
Test_401,0,0,1,0
Test_402,0,0,0,1
Test_403,0,1,0,0
Test_404,0,0,0,1
Test_405,0,0,0,1
Test_406,0,0,0,1
Test_407,0,0,0,1
Test_408,0,0,0,1
Test_409,0,0,1,0
Test_410,0,0,0,1
Test_411,1,0,0,0
Test_412,0,1,0,0
Test_413,1,0,0,0
Test_414,0,0,1,0
Test_415,0,0,1,0
Test_416,0,0,0,1
Test_417,0,0,1,0
Test_418,1,0,0,0
Test_419,1,0,0,0
Test_420,0,0,1,0
Test_421,0,0,0,1
Test_422,0,0,0,1
Test_423,0,0,1,0
Test_424,0,0,1,0
Test_425,0,0,0,1
Test_426,0,0,1,0
Test_427,0,0,0,1
Test_428,0,0,0,1
Test_429,0,0,1,0
Test_430,0,0,1,0
Test_431,1,0,0,0
Test_432,0,0,0,1
Test_433,0,0,0,1
Test_434,0,0,0,1
Test_435,1,0,0,0
Test_436,0,0,0,1
Test_437,0,0,1,0
Test_438,0,0,1,0
Test_439,0,0,1,0
Test_440,0,0,1,0
Test_441,1,0,0,0
Test_442,0,0,1,0
Test_443,0,0,0,1
Test_444,1,0,0,0
Test_445,0,0,1,0
Test_446,0,0,1,0
Test_447,0,0,1,0
Test_448,0,0,1,0
Test_449,0,0,0,1
Test_450,0,0,1,0
Test_451,0,0,1,0
Test_452,0,0,1,0
Test_453,0,0,0,1
Test_454,0,0,1,0
Test_455,0,0,0,1
Test_456,0,0,1,0
Test_457,0,0,0,1
Test_458,0,0,0,1
Test_459,0,0,1,0
Test_460,0,0,0,1
Test_461,0,0,0,1
Test_462,0,0,1,0
Test_463,0,0,0,1
Test_464,1,0,0,0
Test_465,0,0,1,0
Test_466,0,0,1,0
Test_467,0,0,0,1
Test_468,1,0,0,0
Test_469,0,0,1,0
Test_470,0,1,0,0
Test_471,0,0,1,0
Test_472,1,0,0,0
Test_473,0,0,1,0
Test_474,0,0,1,0
Test_475,0,0,0,1
Test_476,0,0,0,1
Test_477,0,0,0,1
Test_478,0,0,0,1
Test_479,0,0,0,1
Test_480,0,0,1,0
Test_481,0,0,0,1
Test_482,0,0,0,1
Test_483,0,0,1,0
Test_484,1,0,0,0
Test_485,1,0,0,0
Test_486,0,0,0,1
Test_487,1,0,0,0
Test_488,0,0,1,0
Test_489,0,0,1,0
Test_490,0,0,1,0
Test_491,0,0,1,0
Test_492,0,0,0,1
Test_493,0,0,0,1
Test_494,0,0,1,0
Test_495,0,0,0,1
Test_496,1,0,0,0
Test_497,0,0,0,1
Test_498,1,0,0,0
Test_499,0,0,1,0
Test_500,0,0,1,0
Test_501,1,0,0,0
Test_502,1,0,0,0
Test_503,0,0,1,0
Test_504,0,0,0,1
Test_505,0,0,0,1
Test_506,0,1,0,0
Test_507,0,0,1,0
Test_508,0,0,1,0
Test_509,0,0,1,0
Test_510,0,0,1,0
Test_511,0,0,0,1
Test_512,1,0,0,0
Test_513,0,0,0,1
Test_514,1,0,0,0
Test_515,0,0,1,0
Test_516,0,0,1,0
Test_517,0,0,0,1
Test_518,0,0,1,0
Test_519,0,0,0,1
Test_520,0,1,0,0
Test_521,1,0,0,0
Test_522,0,0,1,0
Test_523,0,0,1,0
Test_524,0,0,1,0
Test_525,0,1,0,0
Test_526,0,0,1,0
Test_527,0,0,1,0
Test_528,0,0,1,0
Test_529,0,0,0,1
Test_530,1,0,0,0
Test_531,0,0,1,0
Test_532,0,0,1,0
Test_533,0,0,0,1
Test_534,0,0,0,1
Test_535,0,0,1,0
Test_536,0,0,1,0
Test_537,0,0,1,0
Test_538,0,0,0,1
Test_539,0,0,1,0
Test_540,0,0,1,0
Test_541,1,0,0,0
Test_542,1,0,0,0
Test_543,0,1,0,0
Test_544,0,0,1,0
Test_545,0,0,1,0
Test_546,0,0,0,1
Test_547,0,0,1,0
Test_548,0,0,1,0
Test_549,0,0,0,1
Test_550,0,0,0,1
Test_551,1,0,0,0
Test_552,0,0,1,0
Test_553,0,0,0,1
Test_554,0,0,0,1
Test_555,0,0,0,1
Test_556,1,0,0,0
Test_557,0,1,0,0
Test_558,0,0,1,0
Test_559,1,0,0,0
Test_560,0,0,1,0
Test_561,0,0,1,0
Test_562,0,0,1,0
Test_563,0,1,0,0
Test_564,0,0,1,0
Test_565,0,0,1,0
Test_566,0,0,1,0
Test_567,0,0,0,1
Test_568,0,0,1,0
Test_569,0,0,0,1
Test_570,0,0,0,1
Test_571,0,0,1,0
Test_572,0,0,0,1
Test_573,0,0,0,1
Test_574,0,0,0,1
Test_575,1,0,0,0
Test_576,0,0,0,1
Test_577,0,0,0,1
Test_578,0,0,0,1
Test_579,1,0,0,0
Test_580,0,0,1,0
Test_581,1,0,0,0
Test_582,0,1,0,0
Test_583,1,0,0,0
Test_584,0,0,1,0
Test_585,0,0,1,0
Test_586,1,0,0,0
Test_587,0,0,1,0
Test_588,0,0,1,0
Test_589,0,0,1,0
Test_590,0,0,1,0
Test_591,0,0,1,0
Test_592,1,0,0,0
Test_593,0,0,1,0
Test_594,0,0,1,0
Test_595,0,0,0,1
Test_596,1,0,0,0
Test_597,0,0,0,1
Test_598,0,0,1,0
Test_599,0,0,0,1
Test_600,0,0,1,0
Test_601,0,0,0,1
Test_602,0,0,0,1
Test_603,0,0,0,1
Test_604,0,0,1,0
Test_605,1,0,0,0
Test_606,0,0,0,1
Test_607,0,0,0,1
Test_608,0,0,0,1
Test_609,1,0,0,0
Test_610,0,0,0,1
Test_611,1,0,0,0
Test_612,0,0,1,0
Test_613,1,0,0,0
Test_614,0,0,1,0
Test_615,0,0,1,0
Test_616,0,0,0,1
Test_617,0,0,0,1
Test_618,0,0,0,1
Test_619,0,1,0,0
Test_620,0,1,0,0
Test_621,0,0,0,1
Test_622,0,0,1,0
Test_623,0,0,0,1
Test_624,0,1,0,0
Test_625,0,0,0,1
Test_626,0,0,1,0
Test_627,1,0,0,0
Test_628,0,0,0,1
Test_629,1,0,0,0
Test_630,1,0,0,0
Test_631,1,0,0,0
Test_632,1,0,0,0
Test_633,0,0,1,0
Test_634,0,0,0,1
Test_635,1,0,0,0
Test_636,0,1,0,0
Test_637,0,0,1,0
Test_638,0,0,0,1
Test_639,0,0,1,0
Test_640,0,0,0,1
Test_641,0,0,1,0
Test_642,0,0,0,1
Test_643,1,0,0,0
Test_644,0,0,0,1
Test_645,1,0,0,0
Test_646,0,0,1,0
Test_647,0,1,0,0
Test_648,1,0,0,0
Test_649,0,0,1,0
Test_650,0,0,1,0
Test_651,0,0,0,1
Test_652,0,0,1,0
Test_653,1,0,0,0
Test_654,0,0,1,0
Test_655,0,0,0,1
Test_656,0,0,0,1
Test_657,0,0,1,0
Test_658,1,0,0,0
Test_659,0,0,0,1
Test_660,0,0,1,0
Test_661,0,0,0,1
Test_662,0,0,0,1
Test_663,0,0,1,0
Test_664,0,0,1,0
Test_665,0,0,0,1
Test_666,0,0,1,0
Test_667,1,0,0,0
Test_668,0,0,1,0
Test_669,0,0,1,0
Test_670,0,0,1,0
Test_671,0,0,1,0
Test_672,1,0,0,0
Test_673,0,0,1,0
Test_674,0,0,1,0
Test_675,1,0,0,0
Test_676,1,0,0,0
Test_677,0,0,0,1
Test_678,0,0,0,1
Test_679,0,0,1,0
Test_680,0,0,0,1
Test_681,1,0,0,0
Test_682,1,0,0,0
Test_683,0,0,0,1
Test_684,0,0,0,1
Test_685,1,0,0,0
Test_686,0,0,0,1
Test_687,1,0,0,0
Test_688,0,0,0,1
Test_689,0,0,0,1
Test_690,0,0,0,1
Test_691,1,0,0,0
Test_692,0,0,1,0
Test_693,1,0,0,0
Test_694,0,0,0,1
Test_695,1,0,0,0
Test_696,0,0,1,0
Test_697,0,0,1,0
Test_698,1,0,0,0
Test_699,0,0,0,1
Test_700,0,0,1,0
Test_701,0,0,0,1
Test_702,0,0,0,1
Test_703,0,0,1,0
Test_704,0,0,1,0
Test_705,0,0,1,0
Test_706,1,0,0,0
Test_707,0,0,0,1
Test_708,0,0,0,1
Test_709,0,0,1,0
Test_710,0,0,1,0
Test_711,1,0,0,0
Test_712,0,0,0,1
Test_713,0,1,0,0
Test_714,0,1,0,0
Test_715,0,0,1,0
Test_716,0,0,0,1
Test_717,0,0,1,0
Test_718,0,0,1,0
Test_719,0,0,1,0
Test_720,1,0,0,0
Test_721,0,0,1,0
Test_722,0,0,1,0
Test_723,1,0,0,0
Test_724,0,0,1,0
Test_725,0,0,0,1
Test_726,0,0,0,1
Test_727,0,1,0,0
Test_728,0,0,1,0
Test_729,0,0,1,0
Test_730,0,1,0,0
Test_731,0,0,1,0
Test_732,0,1,0,0
Test_733,0,1,0,0
Test_734,1,0,0,0
Test_735,1,0,0,0
Test_736,0,0,0,1
Test_737,0,0,0,1
Test_738,1,0,0,0
Test_739,0,0,1,0
Test_740,0,0,0,1
Test_741,0,0,0,1
Test_742,0,0,0,1
Test_743,0,0,1,0
Test_744,0,0,0,1
Test_745,0,0,0,1
Test_746,0,0,1,0
Test_747,1,0,0,0
Test_748,0,0,0,1
Test_749,0,0,0,1
Test_750,0,0,0,1
Test_751,0,0,1,0
Test_752,0,0,0,1
Test_753,0,0,1,0
Test_754,0,0,0,1
Test_755,0,0,0,1
Test_756,1,0,0,0
Test_757,0,0,0,1
Test_758,1,0,0,0
Test_759,0,0,0,1
Test_760,1,0,0,0
Test_761,0,0,0,1
Test_762,0,0,1,0
Test_763,0,0,1,0
Test_764,1,0,0,0
Test_765,0,0,0,1
Test_766,0,0,0,1
Test_767,1,0,0,0
Test_768,0,0,0,1
Test_769,0,0,1,0
Test_770,0,0,0,1
Test_771,0,0,1,0
Test_772,0,0,0,1
Test_773,0,0,1,0
Test_774,0,0,0,1
Test_775,0,0,1,0
Test_776,1,0,0,0
Test_777,1,0,0,0
Test_778,0,0,1,0
Test_779,0,0,0,1
Test_780,1,0,0,0
Test_781,1,0,0,0
Test_782,0,0,1,0
Test_783,0,0,1,0
Test_784,0,0,1,0
Test_785,1,0,0,0
Test_786,0,0,1,0
Test_787,0,0,1,0
Test_788,1,0,0,0
Test_789,0,0,1,0
Test_790,0,1,0,0
Test_791,0,0,0,1
Test_792,0,0,1,0
Test_793,0,0,1,0
Test_794,0,1,0,0
Test_795,0,0,0,1
Test_796,0,0,1,0
Test_797,1,0,0,0
Test_798,0,0,1,0
Test_799,0,0,1,0
Test_800,0,0,1,0
Test_801,0,0,1,0
Test_802,0,0,1,0
Test_803,0,0,0,1
Test_804,0,1,0,0
Test_805,0,0,1,0
Test_806,0,1,0,0
Test_807,0,1,0,0
Test_808,1,0,0,0
Test_809,1,0,0,0
Test_810,0,0,1,0
Test_811,1,0,0,0
Test_812,0,0,1,0
Test_813,1,0,0,0
Test_814,0,0,0,1
Test_815,0,0,0,1
Test_816,0,1,0,0
Test_817,0,0,1,0
Test_818,0,0,0,1
Test_819,0,0,1,0
Test_820,1,0,0,0
Test_821,0,0,0,1
Test_822,0,1,0,0
Test_823,1,0,0,0
Test_824,1,0,0,0
Test_825,0,0,1,0
Test_826,0,0,1,0
Test_827,0,0,1,0
Test_828,0,0,1,0
Test_829,0,0,0,1
Test_830,0,0,1,0
Test_831,0,0,1,0
Test_832,1,0,0,0
Test_833,0,0,1,0
Test_834,0,0,1,0
Test_835,0,0,1,0
Test_836,0,1,0,0
Test_837,0,0,0,1
Test_838,0,0,0,1
Test_839,0,0,1,0
Test_840,0,0,1,0
Test_841,0,0,0,1
Test_842,1,0,0,0
Test_843,0,0,1,0
Test_844,0,0,1,0
Test_845,0,0,1,0
Test_846,0,0,0,1
Test_847,0,0,1,0
Test_848,0,0,1,0
Test_849,0,0,0,1
Test_850,0,0,1,0
Test_851,0,0,0,1
Test_852,0,0,1,0
Test_853,0,0,1,0
Test_854,0,0,0,1
Test_855,0,0,0,1
Test_856,1,0,0,0
Test_857,0,0,1,0
Test_858,0,0,1,0
Test_859,0,0,0,1
Test_860,1,0,0,0
Test_861,0,0,1,0
Test_862,0,0,1,0
Test_863,0,0,0,1
Test_864,0,0,1,0
Test_865,0,0,1,0
Test_866,0,0,1,0
Test_867,0,1,0,0
Test_868,0,0,1,0
Test_869,0,0,0,1
Test_870,0,1,0,0
Test_871,0,0,0,1
Test_872,0,0,0,1
Test_873,0,0,0,1
Test_874,0,0,0,1
Test_875,0,0,0,1
Test_876,0,0,0,1
Test_877,1,0,0,0
Test_878,1,0,0,0
Test_879,0,0,1,0
Test_880,0,0,1,0
Test_881,0,0,1,0
Test_882,0,0,1,0
Test_883,0,1,0,0
Test_884,0,1,0,0
Test_885,1,0,0,0
Test_886,1,0,0,0
Test_887,1,0,0,0
Test_888,0,0,1,0
Test_889,0,0,1,0
Test_890,0,0,1,0
Test_891,0,0,0,1
Test_892,0,0,1,0
Test_893,0,1,0,0
Test_894,0,0,0,1
Test_895,1,0,0,0
Test_896,0,0,0,1
Test_897,1,0,0,0
Test_898,0,0,0,1
Test_899,0,0,1,0
Test_900,0,0,0,1
Test_901,0,0,1,0
Test_902,1,0,0,0
Test_903,0,0,1,0
Test_904,1,0,0,0
Test_905,0,0,1,0
Test_906,0,0,1,0
Test_907,0,0,0,1
Test_908,0,0,0,1
Test_909,1,0,0,0
Test_910,0,0,1,0
Test_911,0,0,0,1
Test_912,0,0,1,0
Test_913,0,0,1,0
Test_914,0,0,0,1
Test_915,0,0,1,0
Test_916,0,0,0,1
Test_917,0,0,1,0
Test_918,0,0,1,0
Test_919,0,0,0,1
Test_920,0,0,1,0
Test_921,0,1,0,0
Test_922,1,0,0,0
Test_923,0,0,1,0
Test_924,0,0,0,1
Test_925,1,0,0,0
Test_926,0,0,1,0
Test_927,1,0,0,0
Test_928,0,0,1,0
Test_929,0,0,0,1
Test_930,0,1,0,0
Test_931,1,0,0,0
Test_932,0,1,0,0
Test_933,1,0,0,0
Test_934,0,1,0,0
Test_935,0,0,1,0
Test_936,0,0,0,1
Test_937,0,0,1,0
Test_938,0,0,0,1
Test_939,1,0,0,0
Test_940,0,0,0,1
Test_941,0,0,0,1
Test_942,0,0,0,1
Test_943,0,0,1,0
Test_944,0,1,0,0
Test_945,1,0,0,0
Test_946,0,0,1,0
Test_947,0,0,0,1
Test_948,1,0,0,0
Test_949,1,0,0,0
Test_950,0,0,0,1
Test_951,0,0,1,0
Test_952,0,0,0,1
Test_953,0,0,0,1
Test_954,1,0,0,0
Test_955,1,0,0,0
Test_956,0,0,0,1
Test_957,0,0,0,1
Test_958,0,0,0,1
Test_959,0,0,1,0
Test_960,0,0,1,0
Test_961,1,0,0,0
Test_962,0,1,0,0
Test_963,1,0,0,0
Test_964,0,0,1,0
Test_965,1,0,0,0
Test_966,0,1,0,0
Test_967,0,0,1,0
Test_968,0,0,1,0
Test_969,0,0,1,0
Test_970,1,0,0,0
Test_971,0,0,0,1
Test_972,0,0,1,0
Test_973,0,1,0,0
Test_974,0,0,0,1
Test_975,1,0,0,0
Test_976,0,0,1,0
Test_977,0,0,0,1
Test_978,0,0,1,0
Test_979,1,0,0,0
Test_980,0,0,0,1
Test_981,0,0,0,1
Test_982,1,0,0,0
Test_983,0,0,1,0
Test_984,0,0,0,1
Test_985,0,1,0,0
Test_986,0,0,0,1
Test_987,0,1,0,0
Test_988,1,0,0,0
Test_989,1,0,0,0
Test_990,0,1,0,0
Test_991,0,1,0,0
Test_992,0,0,0,1
Test_993,0,0,0,1
Test_994,0,0,0,1
Test_995,0,1,0,0
Test_996,0,0,1,0
Test_997,0,0,1,0
Test_998,0,0,1,0
Test_999,0,0,1,0
Test_1000,0,0,1,0
Test_1001,0,0,0,1
Test_1002,0,0,1,0
Test_1003,0,0,0,1
Test_1004,0,0,0,1
Test_1005,1,0,0,0
Test_1006,0,0,1,0
Test_1007,0,0,0,1
Test_1008,1,0,0,0
Test_1009,0,0,1,0
Test_1010,0,0,1,0
Test_1011,0,0,1,0
Test_1012,0,0,0,1
Test_1013,0,0,1,0
Test_1014,0,0,1,0
Test_1015,1,0,0,0
Test_1016,0,0,1,0
Test_1017,0,0,1,0
Test_1018,0,0,0,1
Test_1019,0,0,1,0
Test_1020,0,0,1,0
Test_1021,0,0,1,0
Test_1022,0,0,1,0
Test_1023,1,0,0,0
Test_1024,1,0,0,0
Test_1025,0,0,0,1
Test_1026,1,0,0,0
Test_1027,0,0,0,1
Test_1028,1,0,0,0
Test_1029,1,0,0,0
Test_1030,1,0,0,0
Test_1031,0,0,0,1
Test_1032,0,0,0,1
Test_1033,0,0,1,0
Test_1034,0,0,1,0
Test_1035,0,0,1,0
Test_1036,1,0,0,0
Test_1037,0,0,1,0
Test_1038,0,0,0,1
Test_1039,0,0,0,1
Test_1040,0,0,0,1
Test_1041,0,0,1,0
Test_1042,0,0,1,0
Test_1043,0,0,1,0
Test_1044,0,0,0,1
Test_1045,0,0,1,0
Test_1046,0,0,0,1
Test_1047,1,0,0,0
Test_1048,0,0,0,1
Test_1049,0,0,0,1
Test_1050,0,0,1,0
Test_1051,0,0,0,1
Test_1052,0,0,0,1
Test_1053,0,0,1,0
Test_1054,1,0,0,0
Test_1055,0,0,0,1
Test_1056,0,0,1,0
Test_1057,0,0,0,1
Test_1058,1,0,0,0
Test_1059,0,0,0,1
Test_1060,0,0,0,1
Test_1061,1,0,0,0
Test_1062,1,0,0,0
Test_1063,0,0,1,0
Test_1064,0,0,0,1
Test_1065,1,0,0,0
Test_1066,0,0,0,1
Test_1067,0,0,0,1
Test_1068,0,0,0,1
Test_1069,0,0,1,0
Test_1070,1,0,0,0
Test_1071,0,0,1,0
Test_1072,0,0,0,1
Test_1073,0,0,0,1
Test_1074,0,0,1,0
Test_1075,0,0,1,0
Test_1076,0,0,0,1
Test_1077,1,0,0,0
Test_1078,0,0,1,0
Test_1079,0,0,1,0
Test_1080,0,1,0,0
Test_1081,0,0,1,0
Test_1082,0,0,0,1
Test_1083,1,0,0,0
Test_1084,0,1,0,0
Test_1085,0,0,0,1
Test_1086,0,0,1,0
Test_1087,0,0,0,1
Test_1088,0,0,1,0
Test_1089,0,0,0,1
Test_1090,0,0,0,1
Test_1091,1,0,0,0
Test_1092,1,0,0,0
Test_1093,0,0,0,1
Test_1094,1,0,0,0
Test_1095,0,0,0,1
Test_1096,0,0,0,1
Test_1097,1,0,0,0
Test_1098,0,0,0,1
Test_1099,0,0,0,1
Test_1100,0,0,1,0
Test_1101,1,0,0,0
Test_1102,0,0,1,0
Test_1103,0,1,0,0
Test_1104,0,0,0,1
Test_1105,0,0,0,1
Test_1106,1,0,0,0
Test_1107,0,0,1,0
Test_1108,1,0,0,0
Test_1109,1,0,0,0
Test_1110,0,0,1,0
Test_1111,0,0,1,0
Test_1112,1,0,0,0
Test_1113,0,0,1,0
Test_1114,0,0,1,0
Test_1115,0,0,1,0
Test_1116,0,0,1,0
Test_1117,1,0,0,0
Test_1118,0,0,1,0
Test_1119,0,0,0,1
Test_1120,0,0,1,0
Test_1121,0,0,1,0
Test_1122,0,0,0,1
Test_1123,1,0,0,0
Test_1124,0,0,1,0
Test_1125,0,0,0,1
Test_1126,1,0,0,0
Test_1127,0,0,0,1
Test_1128,0,0,1,0
Test_1129,0,0,1,0
Test_1130,0,0,0,1
Test_1131,1,0,0,0
Test_1132,0,1,0,0
Test_1133,1,0,0,0
Test_1134,0,0,1,0
Test_1135,1,0,0,0
Test_1136,0,0,0,1
Test_1137,0,0,0,1
Test_1138,0,0,0,1
Test_1139,0,0,1,0
Test_1140,0,0,0,1
Test_1141,0,0,0,1
Test_1142,0,0,1,0
Test_1143,0,0,1,0
Test_1144,0,0,1,0
Test_1145,0,0,0,1
Test_1146,0,0,1,0
Test_1147,0,0,0,1
Test_1148,0,0,1,0
Test_1149,0,1,0,0
Test_1150,0,0,0,1
Test_1151,1,0,0,0
Test_1152,1,0,0,0
Test_1153,0,0,0,1
Test_1154,0,0,1,0
Test_1155,0,0,1,0
Test_1156,0,0,0,1
Test_1157,0,0,0,1
Test_1158,0,1,0,0
Test_1159,0,0,1,0
Test_1160,1,0,0,0
Test_1161,0,0,1,0
Test_1162,0,0,0,1
Test_1163,1,0,0,0
Test_1164,0,0,1,0
Test_1165,0,0,1,0
Test_1166,0,0,0,1
Test_1167,0,0,1,0
Test_1168,0,0,1,0
Test_1169,0,0,0,1
Test_1170,0,1,0,0
Test_1171,0,0,0,1
Test_1172,1,0,0,0
Test_1173,0,1,0,0
Test_1174,0,0,0,1
Test_1175,0,0,1,0
Test_1176,0,0,0,1
Test_1177,1,0,0,0
Test_1178,1,0,0,0
Test_1179,0,0,1,0
Test_1180,1,0,0,0
Test_1181,0,0,1,0
Test_1182,1,0,0,0
Test_1183,0,0,0,1
Test_1184,0,0,1,0
Test_1185,0,0,1,0
Test_1186,0,0,1,0
Test_1187,0,0,0,1
Test_1188,0,0,0,1
Test_1189,0,0,0,1
Test_1190,0,0,1,0
Test_1191,0,0,0,1
Test_1192,0,0,1,0
Test_1193,0,0,1,0
Test_1194,1,0,0,0
Test_1195,1,0,0,0
Test_1196,0,0,0,1
Test_1197,0,0,0,1
Test_1198,0,0,1,0
Test_1199,0,0,1,0
Test_1200,0,1,0,0
Test_1201,0,0,0,1
Test_1202,0,0,0,1
Test_1203,1,0,0,0
Test_1204,0,1,0,0
Test_1205,0,0,1,0
Test_1206,0,0,1,0
Test_1207,0,0,0,1
Test_1208,0,0,0,1
Test_1209,0,0,1,0
Test_1210,0,0,0,1
Test_1211,0,0,0,1
Test_1212,0,0,0,1
Test_1213,0,0,0,1
Test_1214,0,0,0,1
Test_1215,0,0,0,1
Test_1216,0,0,1,0
Test_1217,0,0,0,1
Test_1218,0,0,0,1
Test_1219,0,0,1,0
Test_1220,0,0,0,1
Test_1221,1,0,0,0
Test_1222,0,0,1,0
Test_1223,1,0,0,0
Test_1224,0,0,1,0
Test_1225,0,0,1,0
Test_1226,0,0,1,0
Test_1227,0,0,1,0
Test_1228,0,0,1,0
Test_1229,1,0,0,0
Test_1230,0,0,1,0
Test_1231,1,0,0,0
Test_1232,1,0,0,0
Test_1233,0,0,1,0
Test_1234,0,0,1,0
Test_1235,1,0,0,0
Test_1236,0,0,0,1
Test_1237,0,1,0,0
Test_1238,0,0,1,0
Test_1239,0,0,0,1
Test_1240,0,0,1,0
Test_1241,1,0,0,0
Test_1242,0,0,0,1
Test_1243,0,0,1,0
Test_1244,0,0,0,1
Test_1245,0,0,0,1
Test_1246,0,0,0,1
Test_1247,0,0,1,0
Test_1248,0,0,1,0
Test_1249,0,0,1,0
Test_1250,0,0,0,1
Test_1251,0,0,0,1
Test_1252,0,0,1,0
Test_1253,0,0,0,1
Test_1254,1,0,0,0
Test_1255,0,0,0,1
Test_1256,0,1,0,0
Test_1257,0,0,0,1
Test_1258,1,0,0,0
Test_1259,1,0,0,0
Test_1260,0,0,0,1
Test_1261,0,0,1,0
Test_1262,1,0,0,0
Test_1263,0,0,1,0
Test_1264,0,0,0,1
Test_1265,0,0,0,1
Test_1266,0,0,1,0
Test_1267,0,0,0,1
Test_1268,0,0,1,0
Test_1269,0,0,1,0
Test_1270,0,0,1,0
Test_1271,0,0,0,1
Test_1272,0,0,1,0
Test_1273,1,0,0,0
Test_1274,0,0,0,1
Test_1275,0,0,1,0
Test_1276,0,0,0,1
Test_1277,0,0,1,0
Test_1278,0,0,0,1
Test_1279,0,0,0,1
Test_1280,0,0,1,0
Test_1281,0,0,1,0
Test_1282,1,0,0,0
Test_1283,0,0,1,0
Test_1284,0,1,0,0
Test_1285,1,0,0,0
Test_1286,1,0,0,0
Test_1287,1,0,0,0
Test_1288,1,0,0,0
Test_1289,0,0,0,1
Test_1290,0,0,0,1
Test_1291,0,0,0,1
Test_1292,0,0,1,0
Test_1293,0,1,0,0
Test_1294,0,0,0,1
Test_1295,0,0,1,0
Test_1296,1,0,0,0
Test_1297,0,0,0,1
Test_1298,0,0,1,0
Test_1299,0,0,1,0
Test_1300,0,0,1,0
Test_1301,0,0,1,0
Test_1302,0,0,0,1
Test_1303,0,0,1,0
Test_1304,0,0,1,0
Test_1305,0,0,1,0
Test_1306,0,0,0,1
Test_1307,0,0,1,0
Test_1308,0,0,0,1
Test_1309,0,1,0,0
Test_1310,0,0,0,1
Test_1311,1,0,0,0
Test_1312,0,0,0,1
Test_1313,0,0,1,0
Test_1314,0,0,1,0
